,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
234,40-64,male,majority,20-29y,university,middle class,0.5236585383213972,True,before 2015,False,False,15000.0,sedan,2,0,5,False
235,40-64,female,majority,0-9y,university,upper class,0.4654506837575693,True,after 2015,True,True,11000.0,sedan,0,0,0,False
236,16-25,male,minority,0-9y,high school,middle class,0.4086866980912735,True,before 2015,False,True,9000.0,sedan,0,0,0,True
237,65+,female,majority,20-29y,high school,upper class,0.5888021385021842,True,before 2015,True,True,11000.0,sedan,2,0,2,False
238,40-64,male,majority,20-29y,high school,upper class,0.61502467895473,True,before 2015,True,True,7000.0,sedan,3,1,0,False
239,65+,female,majority,30y+,high school,upper class,0.613826977680088,True,before 2015,True,True,8000.0,sedan,2,0,0,False
240,40-64,female,majority,20-29y,university,upper class,0.5464601140543317,True,after 2015,True,True,8000.0,sedan,1,0,1,False
241,26-39,female,minority,10-19y,none,working class,0.4319292841168608,True,before 2015,False,False,16000.0,sedan,1,0,1,False
242,65+,male,majority,0-9y,university,upper class,0.737994819837278,True,after 2015,True,False,17000.0,sedan,0,0,0,False
243,40-64,female,majority,10-19y,none,working class,0.4273733642706479,True,before 2015,False,True,10000.0,sedan,3,0,0,False
244,16-25,female,majority,0-9y,high school,poverty,0.4129918414421705,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
245,40-64,male,majority,20-29y,university,upper class,0.6953231970861331,False,before 2015,True,True,7000.0,sedan,3,1,1,False
246,16-25,female,majority,0-9y,high school,poverty,0.2912344134674337,False,before 2015,False,True,13000.0,sedan,0,0,0,True
247,16-25,female,majority,0-9y,high school,poverty,0.2441332629984765,False,before 2015,True,True,11000.0,sedan,0,0,0,True
248,65+,male,majority,0-9y,university,upper class,0.5082740148521835,True,after 2015,True,True,9000.0,sedan,0,0,0,False
249,16-25,female,majority,0-9y,none,poverty,0.2932584812581273,True,before 2015,False,True,14000.0,sedan,0,0,0,False
250,26-39,female,majority,10-19y,none,poverty,0.3436417190829057,False,before 2015,False,False,13000.0,sedan,0,1,0,True
251,16-25,female,majority,0-9y,university,poverty,0.5033225200786,False,before 2015,False,False,15000.0,sports car,0,0,0,True
252,26-39,female,majority,0-9y,university,upper class,0.613826977680088,False,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
253,40-64,female,majority,20-29y,university,upper class,0.6630513690689503,True,after 2015,True,True,11697.003206900365,sedan,2,0,0,False
254,40-64,male,majority,0-9y,none,poverty,0.2027084379448271,False,before 2015,False,True,11000.0,sedan,0,0,0,True
255,26-39,female,majority,10-19y,high school,upper class,0.665343329329833,True,before 2015,True,True,12000.0,sedan,1,0,0,False
256,65+,male,majority,30y+,university,upper class,0.5386236932875669,True,after 2015,True,True,9000.0,sedan,8,0,5,False
257,16-25,female,majority,0-9y,high school,working class,0.4101367047885667,False,before 2015,False,False,15000.0,sedan,0,0,0,False
258,16-25,male,majority,0-9y,none,poverty,0.3136455846123201,True,before 2015,False,True,13000.0,sedan,0,0,0,False
259,26-39,male,majority,0-9y,university,upper class,0.5073241356207076,True,before 2015,False,True,12000.0,sedan,0,0,0,False
260,16-25,male,majority,0-9y,none,poverty,0.2095073883823189,False,before 2015,False,True,14000.0,sedan,0,0,0,True
261,16-25,female,majority,0-9y,high school,working class,0.4907240542637642,True,before 2015,False,False,15000.0,sedan,0,0,0,True
262,40-64,male,majority,20-29y,university,middle class,0.5814986743175801,True,before 2015,True,True,14000.0,sedan,5,0,0,False
263,26-39,female,majority,0-9y,high school,upper class,0.6850359505244253,True,before 2015,False,True,12000.0,sedan,0,0,0,True
264,26-39,male,majority,0-9y,university,middle class,0.4739316494372351,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
265,16-25,male,majority,0-9y,high school,working class,0.4319292841168608,False,before 2015,False,True,11000.0,sedan,0,0,0,True
266,40-64,male,majority,10-19y,university,upper class,0.5128461364179456,True,after 2015,True,True,10000.0,sedan,4,0,2,False
267,40-64,male,majority,10-19y,university,upper class,0.6624617559275001,True,after 2015,True,False,13000.0,sedan,1,0,1,False
268,40-64,female,majority,20-29y,high school,upper class,0.5564133152355352,True,before 2015,False,False,17000.0,sedan,1,0,4,False
269,16-25,female,minority,0-9y,high school,poverty,0.2673466585061873,False,before 2015,False,False,17000.0,sedan,0,0,0,False
270,65+,female,majority,30y+,university,upper class,0.8094112590513309,True,before 2015,True,True,9000.0,sedan,5,0,4,False
271,16-25,female,majority,0-9y,none,poverty,0.3679435479917757,False,after 2015,True,True,11000.0,sedan,0,0,0,False
272,65+,female,majority,30y+,university,upper class,0.5033547111991341,False,before 2015,False,True,11000.0,sedan,5,0,3,False
273,65+,female,majority,0-9y,none,middle class,0.5342877060116482,True,before 2015,True,True,13000.0,sedan,0,0,0,False
274,16-25,female,majority,0-9y,university,middle class,0.5236585383213972,False,before 2015,False,True,10000.0,sports car,0,0,0,False
275,16-25,female,majority,0-9y,high school,middle class,0.5236585383213972,False,before 2015,False,True,13000.0,sedan,0,0,0,True
276,40-64,male,majority,20-29y,none,middle class,0.4490117755463273,True,before 2015,True,True,7000.0,sedan,7,0,1,True
277,40-64,male,majority,20-29y,university,upper class,0.8032523419405172,True,before 2015,False,True,10000.0,sedan,2,0,3,False
278,26-39,female,majority,0-9y,high school,middle class,0.5236585383213972,True,before 2015,True,True,8000.0,sports car,0,0,0,False
279,16-25,female,majority,0-9y,none,poverty,0.186185114720855,False,before 2015,False,False,17000.0,sedan,0,0,0,True
280,40-64,female,majority,10-19y,university,upper class,0.613826977680088,True,after 2015,True,False,13000.0,sedan,0,1,0,False
281,26-39,male,majority,10-19y,high school,working class,0.3151293556030717,False,before 2015,False,False,11697.003206900365,sedan,2,0,1,False
282,16-25,male,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,True,12000.0,sedan,0,0,0,False
283,65+,female,majority,30y+,university,upper class,0.4836380123288594,True,after 2015,True,True,9000.0,sedan,4,1,2,False
284,26-39,female,majority,10-19y,high school,poverty,0.3858741008429725,True,before 2015,False,False,14000.0,sedan,0,1,0,False
285,65+,male,majority,30y+,high school,upper class,0.6343725020457226,True,after 2015,True,False,11000.0,sedan,11,1,5,False
286,16-25,male,majority,0-9y,high school,working class,0.3621741186724681,True,before 2015,False,False,16000.0,sedan,0,0,0,True
287,26-39,female,majority,10-19y,high school,poverty,0.34833133094379165,False,before 2015,True,True,5000.0,sedan,0,2,3,True
288,65+,female,majority,10-19y,university,upper class,0.6928836357133882,True,before 2015,True,True,10000.0,sedan,2,0,1,False
289,65+,female,majority,30y+,high school,upper class,0.5777028525076912,True,before 2015,False,True,11000.0,sedan,2,0,3,False
290,40-64,male,majority,20-29y,university,upper class,0.6640650143948857,True,after 2015,True,True,11000.0,sedan,0,1,1,False
291,40-64,male,majority,20-29y,high school,upper class,0.4897024062963834,False,after 2015,False,False,11697.003206900365,sedan,3,0,1,False
292,26-39,female,minority,0-9y,none,poverty,0.2828694808711571,False,before 2015,True,False,13000.0,sports car,0,0,0,True
293,40-64,male,majority,0-9y,high school,working class,0.4317004117968687,False,before 2015,False,True,10000.0,sedan,0,0,0,True
294,16-25,male,majority,0-9y,university,poverty,0.1264534313986037,True,before 2015,False,True,14000.0,sedan,0,0,0,True
295,16-25,male,majority,0-9y,none,poverty,0.2859976102627207,False,before 2015,False,True,12000.0,sedan,0,0,0,True
296,26-39,male,majority,10-19y,university,upper class,0.5430074428650375,True,after 2015,False,True,15000.0,sedan,1,0,1,False
297,26-39,male,majority,10-19y,high school,middle class,0.3706567853008601,True,before 2015,False,True,11697.003206900365,sedan,6,0,1,False
298,16-25,female,majority,0-9y,high school,poverty,0.34833133094379165,False,before 2015,False,False,18000.0,sports car,0,0,0,False
299,65+,female,majority,20-29y,high school,upper class,0.7917101109944502,True,after 2015,True,True,11000.0,sedan,5,0,2,False
300,26-39,female,majority,10-19y,high school,working class,0.4717963087189384,False,before 2015,True,True,5000.0,sedan,0,0,2,False
301,26-39,male,majority,10-19y,university,upper class,0.613826977680088,False,before 2015,True,False,12000.0,sedan,0,0,0,False
302,26-39,female,majority,10-19y,none,working class,0.628633149594721,False,before 2015,True,True,9000.0,sedan,0,1,2,True
303,16-25,male,majority,0-9y,high school,poverty,0.3448180556225356,False,before 2015,False,True,10000.0,sedan,0,0,0,True
304,40-64,male,majority,20-29y,high school,upper class,0.5478225909631781,True,before 2015,False,False,15000.0,sports car,5,0,1,False
305,16-25,male,majority,0-9y,high school,poverty,0.3398648345906033,False,before 2015,False,False,16000.0,sedan,0,0,0,True
306,16-25,female,majority,0-9y,high school,poverty,0.2897871439465148,False,after 2015,False,False,13000.0,sedan,0,0,0,False
307,16-25,male,majority,0-9y,university,middle class,0.5979347864750699,True,before 2015,True,True,13000.0,sedan,0,0,0,True
308,26-39,female,majority,0-9y,none,working class,0.3692930793988261,False,before 2015,False,True,14000.0,sedan,0,0,0,True
309,65+,male,majority,30y+,none,working class,0.4171250369936769,True,before 2015,True,True,9000.0,sedan,6,1,6,False
310,40-64,male,majority,20-29y,university,upper class,0.570277670616915,True,before 2015,True,False,7000.0,sedan,5,1,4,False
311,40-64,female,majority,20-29y,high school,middle class,0.5340483380212564,True,before 2015,False,False,16000.0,sports car,1,0,0,True
312,40-64,male,majority,20-29y,university,upper class,0.613826977680088,False,after 2015,True,True,11000.0,sedan,5,0,0,False
313,40-64,male,majority,0-9y,university,upper class,0.5968280062363127,True,after 2015,True,True,13000.0,sedan,0,0,0,False
314,65+,female,majority,30y+,university,upper class,0.6409488031039333,True,after 2015,True,True,11697.003206900365,sedan,2,1,4,False
315,40-64,female,minority,20-29y,high school,middle class,0.5860627511953006,False,before 2015,False,True,13000.0,sports car,2,1,0,False
316,40-64,female,majority,0-9y,university,upper class,0.6168247780300146,True,after 2015,True,True,9000.0,sedan,0,0,0,False
317,65+,male,minority,30y+,high school,middle class,0.3224660183950982,True,after 2015,True,True,11697.003206900365,sedan,2,0,1,False
318,65+,male,majority,30y+,none,middle class,0.344957864738121,True,before 2015,False,True,15000.0,sedan,7,0,0,False
319,16-25,male,majority,0-9y,university,upper class,0.7154034227572682,True,after 2015,True,True,10000.0,sedan,0,0,0,False
320,26-39,male,majority,10-19y,high school,working class,0.4082920061533436,True,before 2015,True,False,10000.0,sedan,1,0,1,True
321,16-25,male,majority,0-9y,none,poverty,0.2708440121659797,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
322,26-39,female,majority,10-19y,university,upper class,0.606735714725739,True,before 2015,False,True,12000.0,sedan,1,0,2,False
323,65+,female,majority,30y+,university,upper class,0.5824680179178995,True,before 2015,False,True,14000.0,sedan,1,1,3,False
324,65+,male,majority,0-9y,high school,upper class,0.6062206447979116,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,False
325,26-39,male,majority,0-9y,university,upper class,0.613826977680088,True,before 2015,False,False,12000.0,sedan,0,0,0,True
326,26-39,female,majority,10-19y,high school,middle class,0.755633866133054,False,before 2015,False,True,16000.0,sedan,0,0,0,True
327,16-25,male,majority,0-9y,university,poverty,0.2912086260521752,False,before 2015,False,True,11000.0,sedan,0,0,0,True
328,26-39,female,majority,10-19y,university,upper class,0.6161117243839742,True,after 2015,False,False,13000.0,sedan,0,0,0,False
329,40-64,female,minority,10-19y,high school,working class,0.4712361399215783,True,before 2015,False,False,12000.0,sedan,0,0,0,False
330,65+,female,majority,30y+,university,upper class,0.6782370223364715,True,after 2015,True,True,11697.003206900365,sedan,2,0,7,False
331,40-64,male,majority,20-29y,high school,middle class,0.5153486460517401,True,before 2015,True,True,10000.0,sedan,1,0,2,False
332,65+,male,majority,10-19y,high school,upper class,0.507690848953627,True,after 2015,True,True,7000.0,sedan,3,1,4,False
333,40-64,female,majority,10-19y,none,working class,0.509910296776192,False,before 2015,False,False,13000.0,sedan,0,0,1,False
334,40-64,female,majority,0-9y,none,working class,0.5038597346352107,False,before 2015,True,True,11000.0,sedan,0,0,0,True
335,40-64,male,majority,20-29y,university,middle class,0.577135941672739,False,before 2015,True,True,7000.0,sedan,4,0,3,False
336,26-39,male,majority,0-9y,university,middle class,0.6477554969922709,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,False
337,65+,male,majority,0-9y,university,upper class,0.613826977680088,False,before 2015,False,True,11000.0,sedan,0,0,0,True
338,40-64,male,majority,20-29y,high school,middle class,0.5778131836961647,True,before 2015,False,False,12000.0,sedan,3,2,4,False
339,40-64,male,majority,20-29y,high school,middle class,0.4953502835315234,True,before 2015,False,True,9000.0,sedan,4,1,2,False
340,16-25,male,majority,0-9y,high school,poverty,0.4526765592626403,False,before 2015,True,False,12000.0,sedan,0,0,0,True
341,16-25,male,majority,0-9y,university,middle class,0.6164262036016749,True,before 2015,True,True,11000.0,sedan,0,0,0,True
342,26-39,male,majority,10-19y,university,middle class,0.3457261884790099,True,after 2015,False,False,13000.0,sedan,2,0,1,False
343,26-39,female,majority,0-9y,university,middle class,0.5841273528155413,False,before 2015,False,False,14000.0,sedan,0,0,0,True
344,40-64,female,majority,20-29y,university,upper class,0.6117018176344066,False,before 2015,True,False,9000.0,sedan,5,0,1,False
345,65+,female,majority,30y+,high school,upper class,0.5458900735115071,True,after 2015,False,True,15000.0,sedan,1,0,0,True
346,26-39,male,majority,10-19y,none,poverty,0.1436568483193364,False,before 2015,False,False,17000.0,sedan,1,0,1,False
347,26-39,female,majority,10-19y,none,poverty,0.3262403387046744,True,before 2015,False,True,13000.0,sedan,2,0,0,True
348,26-39,male,minority,0-9y,high school,poverty,0.2806543806481637,False,before 2015,False,True,14000.0,sedan,0,0,0,True
349,40-64,female,majority,20-29y,university,upper class,0.613826977680088,True,after 2015,True,True,9000.0,sedan,1,1,1,False
350,65+,female,majority,0-9y,high school,upper class,0.7306774626064182,True,after 2015,True,True,13000.0,sedan,0,0,0,False
351,16-25,male,majority,0-9y,university,middle class,0.5783712166428834,True,before 2015,False,False,13000.0,sedan,0,0,0,True
352,40-64,male,majority,20-29y,university,upper class,0.613826977680088,True,after 2015,True,True,7000.0,sedan,2,0,4,False
