total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
6684,95,YES,82300,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,TX,FORD.TAURUS
3962,102,YES,51628,ECONOMY,Import,4,FOUR,BLUE,GEO,GA,GEO.METRO
4866,219,YES,73729,ECONOMY,Domestic,5,FIVE,BLUE,CHEVROLET,NM,CHEVROLET.CORSICA
8095,115,YES,73314,FAMILY.LARGE,Domestic,6,SIX,GREEN,OLDSMOBILE,FL,OLDSMOBILE.AURORA
6862,97,YES,79471,FAMILY.SMALL,Import,6,SIX,BLUE,MAZDA,NV,MAZDA.626
5264,98,YES,84598,FAMILY.SMALL,Domestic,4,FOUR,WHITE,CHEVROLET,TX,CHEVROLET.CAVALIER
5510,129,YES,99602,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
6392,134,YES,103782,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,TX,BUICK.LESABRE
6277,173,YES,93689,LUXURY,Import,4,FOUR,BLUE,NISSAN,FL,NISSAN.ALTIMA
6256,102,YES,60474,FAMILY.LARGE,Domestic,6,SIX,WHITE,CHRYSLER,AZ,CHRYSLER.CONCORDE
3311,165,YES,94407,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,CHEVROLET,AZ,CHEVROLET.CORSICA
4374,118,YES,61795,FAMILY.MEDIUM,Import,5,FIVE,GREEN,GEO,AZ,GEO.PRIZM
5077,107,YES,99391,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4437,138,YES,77103,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,NV,OLDSMOBILE.CIERA
6269,125,YES,103751,FAMILY.SMALL,Import,6,SIX,GREEN,MAZDA,CA,MAZDA.PROTEGE
5657,159,YES,86592,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,AZ,BUICK.LESABRE
4531,206,YES,88214,ECONOMY,Domestic,9,SEVEN+,BLUE,PLYMOUTH,NM,PLYMOUTH.ACCLAIM
5294,162,YES,62186,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,CHEVROLET,FL,CHEVROLET.LUMINA
3193,93,YES,70221,ECONOMY,Domestic,7,SEVEN+,PURPLE,PLYMOUTH,VA,PLYMOUTH.ACCLAIM
4511,104,YES,56370,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,FORD,AZ,FORD.ESCORT
5071,128,YES,79457,FAMILY.MEDIUM,Domestic,8,SEVEN+,SILVER,CHEVROLET,VA,CHEVROLET.LUMINA
5787,123,YES,70893,ECONOMY,Import,4,FOUR,BLACK,NISSAN,TX,NISSAN.SENTRA
3998,95,YES,54276,FAMILY.SMALL,Import,4,FOUR,BLUE,KIA,AZ,KIA.SEPHIA
4612,216,YES,56128,FAMILY.SMALL,Domestic,6,SIX,BLUE,PLYMOUTH,AZ,PLYMOUTH.NEON
5479,93,YES,83347,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,FORD,FL,FORD.TAURUS
5024,95,YES,82320,FAMILY.LARGE,Domestic,4,FOUR,GREEN,FORD,CA,FORD.TAURUS
5347,114,YES,103166,FAMILY.LARGE,Domestic,6,SIX,BLUE,BUICK,AZ,BUICK.LESABRE
5787,227,YES,99408,FAMILY.LARGE,Domestic,9,SEVEN+,WHITE,BUICK,GA,BUICK.LESABRE
4836,201,YES,88161,FAMILY.LARGE,Domestic,10,SEVEN+,SILVER,BUICK,NV,BUICK.PARK AVENUE
4836,121,YES,80694,FAMILY.SMALL,Domestic,5,FIVE,BLUE,CHEVROLET,AZ,CHEVROLET.CAVALIER
4199,98,YES,103191,ECONOMY,Import,7,SEVEN+,WHITE,NISSAN,AZ,NISSAN.SENTRA
5204,101,YES,91495,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,MERCURY,NM,MERCURY.SABLE
6159,109,YES,82538,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,PONTIAC,AZ,PONTIAC.GRAND AM
5584,101,YES,87008,FAMILY.MEDIUM,Domestic,6,SIX,RED,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
3848,140,YES,100163,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,AZ,BUICK.CENTURY
4418,154,YES,84428,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,BUICK,FL,BUICK.CENTURY
6424,135,YES,33355,FAMILY.SMALL,Import,1,ONE-THREE,SILVER,HYUNDAI,CA,HYUNDAI.ACCENT
4916,98,YES,105028,LUXURY,Import,7,SEVEN+,RED,NISSAN,NV,NISSAN.SENTRA
6134,92,YES,96342,FAMILY.SMALL,Import,4,FOUR,WHITE,TOYOTA,CA,TOYOTA.COROLLA
5227,98,YES,66436,ECONOMY,Import,4,FOUR,GOLD,MAZDA,TX,MAZDA.PROTEGE
4405,145,YES,81963,ECONOMY,Domestic,5,FIVE,WHITE,DODGE,GA,DODGE.NEON
4756,116,YES,89269,ECONOMY,Domestic,6,SIX,RED,CHEVROLET,NM,CHEVROLET.CORSICA
5395,94,YES,99027,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
4604,134,YES,88597,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,AZ,BUICK.REGAL
5105,132,YES,77979,ECONOMY,Domestic,5,FIVE,BLACK,PLYMOUTH,NV,PLYMOUTH.NEON
5319,203,YES,85888,FAMILY.MEDIUM,Domestic,6,SIX,RED,PONTIAC,AZ,PONTIAC.GRAND AM
4738,96,YES,90873,FAMILY.SMALL,Domestic,6,SIX,BLACK,DODGE,VA,DODGE.NEON
4638,100,YES,85702,FAMILY.LARGE,Domestic,7,SEVEN+,RED,CHEVROLET,GA,CHEVROLET.LUMINA
4441,141,YES,87559,ECONOMY,Domestic,6,SIX,PURPLE,DODGE,NM,DODGE.NEON
4353,152,YES,86646,FAMILY.MEDIUM,Domestic,8,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
5030,94,YES,92211,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
5753,102,YES,86060,FAMILY.SMALL,Import,5,FIVE,BLUE,NISSAN,CA,NISSAN.SENTRA
5922,105,YES,37593,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GOLD,CHEVROLET,AZ,CHEVROLET.CAVALIER
3748,112,YES,93956,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,FL,BUICK.REGAL
5026,129,YES,90968,FAMILY.LARGE,Domestic,5,FIVE,GREEN,CHEVROLET,GA,CHEVROLET.LUMINA
3952,289,YES,74464,ECONOMY,Import,7,SEVEN+,BLUE,MAZDA,GA,MAZDA.PROTEGE
5294,141,YES,58149,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
5950,189,YES,86671,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,CHEVROLET,FL,CHEVROLET.LUMINA
5256,95,YES,102463,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,CHRYSLER,VA,CHRYSLER.LHS
6076,174,YES,90512,ECONOMY,Import,7,SEVEN+,RED,MAZDA,GA,MAZDA.PROTEGE
4867,117,YES,83324,FAMILY.LARGE,Domestic,8,SEVEN+,GOLD,BUICK,CA,BUICK.LESABRE
4791,155,YES,100526,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,FORD,CA,FORD.CROWN VICTORIA
5924,93,YES,68964,FAMILY.MEDIUM,Import,5,FIVE,WHITE,TOYOTA,AZ,TOYOTA.COROLLA
6492,183,YES,68521,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,GA,OLDSMOBILE.98
4234,118,YES,69559,LUXURY,Import,6,SIX,GREEN,NISSAN,FL,NISSAN.SENTRA
3923,114,YES,94145,ECONOMY,Import,4,FOUR,BLUE,MAZDA,TX,MAZDA.PROTEGE
5937,114,YES,76836,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,FORD,FL,FORD.CROWN VICTORIA
6958,162,YES,18967,FAMILY.MEDIUM,Import,1,ONE-THREE,GREEN,DAEWOO,TX,DAEWOO.LANOS
6698,121,YES,81972,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,OLDSMOBILE,NV,OLDSMOBILE.CIERA
6793,114,YES,94643,LUXURY,Import,9,SEVEN+,GOLD,HONDA,CA,HONDA.ACCORD
5257,92,YES,94920,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHEVROLET,TX,CHEVROLET.LUMINA
4087,164,YES,97169,LUXURY,Import,7,SEVEN+,PURPLE,NISSAN,CA,NISSAN.SENTRA
3180,113,YES,91251,FAMILY.LARGE,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
6667,143,YES,23838,FAMILY.MEDIUM,Import,1,ONE-THREE,RED,DAEWOO,TX,DAEWOO.LANOS
4583,170,YES,72989,ECONOMY,Domestic,5,FIVE,RED,DODGE,GA,DODGE.NEON
5884,128,YES,67365,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,PLYMOUTH,CA,PLYMOUTH.BREEZE
4415,102,YES,51865,ECONOMY,Domestic,6,SIX,BLUE,CHEVROLET,FL,CHEVROLET.CAVALIER
3474,178,YES,81075,LUXURY,Import,8,SEVEN+,GREEN,NISSAN,FL,NISSAN.SENTRA
5845,125,YES,58355,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,CA,BUICK.LESABRE
4096,126,YES,65746,ECONOMY,Domestic,6,SIX,BLUE,CHEVROLET,NV,CHEVROLET.CORSICA
5153,123,YES,79268,FAMILY.MEDIUM,Domestic,3,ONE-THREE,GREEN,BUICK,CA,BUICK.SKYLARK
4969,159,YES,70113,FAMILY.LARGE,Domestic,9,SEVEN+,SILVER,FORD,CA,FORD.CROWN VICTORIA
6337,98,YES,15551,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,FL,DAEWOO.LANOS
5596,96,YES,78242,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,FORD,FL,FORD.TAURUS
5972,136,YES,92484,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,BUICK,TX,BUICK.LESABRE
4130,213,YES,97194,FAMILY.LARGE,Domestic,10,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.88
5553,109,YES,74546,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
5889,291,YES,97796,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,NM,OLDSMOBILE.CIERA
5588,158,YES,75047,FAMILY.LARGE,Domestic,7,SEVEN+,PURPLE,BUICK,VA,BUICK.LESABRE
6199,108,YES,81580,LUXURY,Import,6,SIX,PURPLE,NISSAN,NV,NISSAN.ALTIMA
5706,103,YES,77751,FAMILY.MEDIUM,Import,6,SIX,WHITE,NISSAN,AZ,NISSAN.SENTRA
6266,135,YES,83485,FAMILY.LARGE,Domestic,4,FOUR,GOLD,PLYMOUTH,CA,PLYMOUTH.BREEZE
3127,153,YES,74083,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,CHEVROLET,AZ,CHEVROLET.CORSICA
4679,110,YES,76254,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,PONTIAC,FL,PONTIAC.GRAND AM
4886,154,YES,59172,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,AZ,BUICK.SKYLARK
8246,237,YES,73522,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,DODGE,TX,DODGE.STRATUS
6113,109,YES,78038,FAMILY.SMALL,Domestic,3,ONE-THREE,WHITE,CHEVROLET,CA,CHEVROLET.PRIZM
4063,106,YES,80060,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,CA,OLDSMOBILE.88
3777,108,YES,86347,FAMILY.LARGE,Domestic,6,SIX,WHITE,BUICK,TX,BUICK.CENTURY
4484,127,YES,76029,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,BUICK,FL,BUICK.SKYLARK
4656,92,YES,72873,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,PONTIAC,AZ,PONTIAC.GRAND PRIX
6588,179,YES,93047,FAMILY.MEDIUM,Domestic,7,SEVEN+,PURPLE,CHRYSLER,AZ,CHRYSLER.CIRRUS
6425,94,YES,70131,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,CHEVROLET,VA,CHEVROLET.LUMINA
4490,124,YES,73319,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,PONTIAC,TX,PONTIAC.GRAND PRIX
6090,112,YES,52575,ECONOMY,Domestic,2,ONE-THREE,WHITE,DODGE,NV,DODGE.NEON
4322,254,YES,89142,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,CHEVROLET,VA,CHEVROLET.LUMINA
5044,193,YES,96012,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,VA,OLDSMOBILE.CIERA
6187,98,YES,93156,LUXURY,Import,4,FOUR,SILVER,NISSAN,FL,NISSAN.ALTIMA
4201,134,YES,99752,LUXURY,Import,6,SIX,BLACK,NISSAN,FL,NISSAN.SENTRA
5036,121,YES,76773,ECONOMY,Import,6,SIX,GREEN,NISSAN,TX,NISSAN.SENTRA
4525,169,YES,69365,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,FL,BUICK.CENTURY
5463,96,YES,101563,ECONOMY,Import,6,SIX,RED,TOYOTA,GA,TOYOTA.TERCEL
4076,107,YES,93841,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,CA,BUICK.CENTURY
5716,127,YES,12745,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
3386,99,YES,92626,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,AZ,BUICK.CENTURY
4864,130,YES,97691,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
6418,147,YES,32990,FAMILY.MEDIUM,Import,4,FOUR,WHITE,NISSAN,AZ,NISSAN.SENTRA
5596,101,YES,82431,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,MERCURY,TX,MERCURY.SABLE
4335,126,YES,77340,LUXURY,Import,7,SEVEN+,PURPLE,NISSAN,FL,NISSAN.SENTRA
4815,139,YES,60596,ECONOMY,Domestic,6,SIX,RED,DODGE,FL,DODGE.NEON
3864,96,YES,74480,ECONOMY,Import,6,SIX,GREEN,HYUNDAI,FL,HYUNDAI.ACCENT
4745,106,YES,95375,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,OLDSMOBILE,GA,OLDSMOBILE.CUTLASS SUPREME
3169,115,YES,63378,ECONOMY,Domestic,7,SEVEN+,PURPLE,CHEVROLET,FL,CHEVROLET.CAVALIER
4698,100,YES,81848,FAMILY.SMALL,Import,5,FIVE,BLUE,GEO,TX,GEO.PRIZM
5102,140,YES,73842,ECONOMY,Domestic,4,FOUR,GREEN,MERCURY,VA,MERCURY.TRACER
4778,107,YES,63523,LUXURY,Import,5,FIVE,PURPLE,OTHER,NV,SUZUKI.ESTEEM
3898,121,YES,94970,FAMILY.LARGE,Domestic,9,SEVEN+,WHITE,BUICK,GA,BUICK.LESABRE
5174,166,YES,74866,LUXURY,Import,5,FIVE,SILVER,NISSAN,TX,NISSAN.SENTRA
3804,120,YES,76498,ECONOMY,Import,5,FIVE,SILVER,HYUNDAI,NV,HYUNDAI.ACCENT
4829,103,YES,68248,ECONOMY,Domestic,4,FOUR,BLUE,BUICK,NV,BUICK.SKYLARK
4292,110,YES,80318,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
5715,182,YES,89596,LUXURY,Domestic,9,SEVEN+,SILVER,CADILLAC,FL,CADILLAC.DEVILLE
4818,107,YES,72132,ECONOMY,Domestic,5,FIVE,GREEN,FORD,VA,FORD.ESCORT
3492,154,YES,67905,FAMILY.SMALL,Import,5,FIVE,WHITE,GEO,AZ,GEO.METRO
5774,145,YES,73750,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,BUICK,TX,BUICK.CENTURY
4747,117,YES,75514,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,MERCURY,AZ,MERCURY.TRACER
5665,140,YES,65495,FAMILY.MEDIUM,Import,4,FOUR,BLUE,MAZDA,AZ,MAZDA.PROTEGE
5216,126,YES,75417,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,BUICK,AZ,BUICK.LESABRE
3975,148,YES,93756,FAMILY.MEDIUM,Import,8,SEVEN+,RED,MAZDA,AZ,MAZDA.PROTEGE
4702,100,YES,95295,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,FL,BUICK.PARK AVENUE
4404,119,YES,94577,FAMILY.MEDIUM,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,FL,OLDSMOBILE.98
5024,119,YES,81767,FAMILY.SMALL,Import,3,ONE-THREE,GREEN,HYUNDAI,AZ,HYUNDAI.ELANTRA
4357,114,YES,84472,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,NM,BUICK.CENTURY
5369,122,YES,75378,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,FORD,FL,FORD.CROWN VICTORIA
5412,136,YES,83266,FAMILY.LARGE,Domestic,7,SEVEN+,PURPLE,BUICK,GA,BUICK.LESABRE
4780,105,YES,101867,FAMILY.LARGE,Domestic,5,FIVE,BLUE,BUICK,TX,BUICK.LESABRE
5311,146,YES,88175,LUXURY,Import,6,SIX,BLUE,NISSAN,CA,NISSAN.SENTRA
3695,116,YES,83423,ECONOMY,Domestic,6,SIX,BLUE,FORD,CA,FORD.ESCORT
4696,157,YES,74002,FAMILY.SMALL,Domestic,5,FIVE,PURPLE,DODGE,NM,DODGE.NEON
4699,144,YES,102420,FAMILY.SMALL,Import,6,SIX,GREEN,NISSAN,AZ,NISSAN.SENTRA
5444,136,YES,86403,LUXURY,Import,7,SEVEN+,BLACK,HONDA,VA,HONDA.CIVIC
5073,144,YES,94792,FAMILY.LARGE,Domestic,4,FOUR,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
5116,123,YES,80880,LUXURY,Import,5,FIVE,SILVER,NISSAN,VA,NISSAN.SENTRA
3772,100,YES,59415,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
6640,143,YES,86826,FAMILY.LARGE,Domestic,5,FIVE,GREEN,BUICK,VA,BUICK.LESABRE
5203,157,YES,63996,FAMILY.MEDIUM,Import,7,SEVEN+,WHITE,MAZDA,AZ,MAZDA.PROTEGE
5029,111,YES,63726,FAMILY.SMALL,Domestic,6,SIX,RED,PONTIAC,FL,PONTIAC.GRAND AM
5982,159,YES,72454,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,VA,PONTIAC.GRAND AM
6455,99,YES,54059,LUXURY,Import,5,FIVE,PURPLE,NISSAN,NV,NISSAN.ALTIMA
4244,93,YES,71459,ECONOMY,Domestic,4,FOUR,BLACK,DODGE,CA,DODGE.NEON
4679,91,YES,97975,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,PONTIAC,FL,PONTIAC.BONNEVILLE
5919,138,YES,101415,FAMILY.LARGE,Domestic,6,SIX,SILVER,OLDSMOBILE,FL,OLDSMOBILE.88
4398,178,YES,80747,ECONOMY,Domestic,5,FIVE,PURPLE,PLYMOUTH,NV,PLYMOUTH.NEON
3155,154,YES,81556,FAMILY.MEDIUM,Domestic,9,SEVEN+,RED,PONTIAC,FL,PONTIAC.GRAND PRIX
5809,171,YES,72535,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,AZ,CHEVROLET.LUMINA
5015,94,YES,94775,FAMILY.SMALL,Import,5,FIVE,SILVER,NISSAN,CA,NISSAN.SENTRA
4030,155,YES,55070,FAMILY.SMALL,Import,6,SIX,BLUE,GEO,AZ,GEO.METRO
4160,104,YES,72267,FAMILY.SMALL,Import,7,SEVEN+,GREEN,GEO,TX,GEO.PRIZM
4910,97,YES,109337,FAMILY.MEDIUM,Import,9,SEVEN+,PURPLE,TOYOTA,AZ,TOYOTA.COROLLA
3617,143,YES,79947,ECONOMY,Domestic,6,SIX,GREEN,CHEVROLET,NV,CHEVROLET.CORSICA
5018,144,YES,75954,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,FL,OLDSMOBILE.ACHIEVA
4968,113,YES,76459,ECONOMY,Domestic,5,FIVE,BLUE,PLYMOUTH,TX,PLYMOUTH.NEON
5910,184,YES,58779,ECONOMY,Import,4,FOUR,PURPLE,HYUNDAI,TX,HYUNDAI.ACCENT
4483,97,YES,85943,FAMILY.SMALL,Import,5,FIVE,BLACK,MAZDA,NM,MAZDA.PROTEGE
2829,147,YES,84466,FAMILY.MEDIUM,Domestic,8,SEVEN+,PURPLE,CHEVROLET,AZ,CHEVROLET.CORSICA
4952,126,YES,65618,ECONOMY,Domestic,5,FIVE,PURPLE,PLYMOUTH,CA,PLYMOUTH.NEON
4045,127,YES,68415,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,AZ,BUICK.CENTURY
5531,152,YES,65424,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
5851,112,YES,97232,FAMILY.MEDIUM,Import,8,SEVEN+,GREEN,MITSUBISHI,CA,MITSUBISHI.GALANT
5786,300,YES,79785,FAMILY.SMALL,Domestic,5,FIVE,GREEN,BUICK,GA,BUICK.SKYLARK
4359,106,YES,74934,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,BUICK,TX,BUICK.REGAL
4479,96,YES,81486,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,FL,BUICK.LESABRE
6328,135,YES,74165,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,BUICK,AZ,BUICK.LESABRE
4978,141,YES,99266,ECONOMY,Import,5,FIVE,BLUE,TOYOTA,CA,TOYOTA.TERCEL
5860,108,YES,71756,LUXURY,Import,6,SIX,GREEN,NISSAN,NV,NISSAN.SENTRA
5216,180,YES,71107,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,CHEVROLET,FL,CHEVROLET.LUMINA
5351,113,YES,71051,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OTHER,FL,LINCOLN.TOWN CAR
3699,129,YES,46190,FAMILY.MEDIUM,Import,5,FIVE,BLUE,KIA,AZ,KIA.SEPHIA
5189,96,YES,77682,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,BUICK,AZ,BUICK.PARK AVENUE
4612,123,YES,60596,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,CA,OLDSMOBILE.CUTLASS SUPREME
6660,157,YES,91801,LUXURY,Import,9,SEVEN+,GREEN,NISSAN,CA,NISSAN.MAXIMA
5896,109,YES,101705,LUXURY,Import,9,SEVEN+,BLUE,TOYOTA,CA,TOYOTA.CAMRY
6320,144,YES,33289,FAMILY.MEDIUM,Domestic,3,ONE-THREE,RED,FORD,AZ,FORD.ESCORT
5235,149,YES,87692,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,OLDSMOBILE,NV,OLDSMOBILE.CUTLASS SUPREME
7009,102,YES,99384,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,GA,CHEVROLET.MALIBU
4556,140,YES,92342,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,AZ,BUICK.REGAL
3551,155,YES,101238,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
6112,93,YES,99664,FAMILY.MEDIUM,Import,5,FIVE,BLUE,TOYOTA,AZ,TOYOTA.CAMRY
4433,163,YES,93138,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,FL,OLDSMOBILE.CIERA
4081,108,YES,86731,LUXURY,Domestic,7,SEVEN+,WHITE,PONTIAC,CA,PONTIAC.BONNEVILLE
6643,162,YES,62071,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
4976,145,YES,92646,FAMILY.LARGE,Domestic,6,SIX,GREEN,OLDSMOBILE,TX,OLDSMOBILE.88
5400,93,YES,73168,FAMILY.MEDIUM,Domestic,9,SEVEN+,RED,OLDSMOBILE,NV,OLDSMOBILE.CUTLASS SUPREME
4885,114,YES,91750,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,FL,OLDSMOBILE.98
4615,152,YES,64993,ECONOMY,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.SUNFIRE
4894,112,YES,70580,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,FORD,AZ,FORD.CONTOUR
3974,96,YES,75640,FAMILY.SMALL,Import,7,SEVEN+,BLUE,GEO,FL,GEO.PRIZM
3919,111,YES,74404,ECONOMY,Domestic,7,SEVEN+,WHITE,DODGE,FL,DODGE.NEON
3709,210,YES,101958,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,CHEVROLET,FL,CHEVROLET.CORSICA
5285,129,YES,95949,FAMILY.LARGE,Domestic,5,FIVE,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
6134,130,YES,91651,FAMILY.LARGE,Domestic,5,FIVE,SILVER,BUICK,VA,BUICK.LESABRE
3672,116,YES,92489,FAMILY.SMALL,Import,6,SIX,PURPLE,GEO,TX,GEO.PRIZM
4132,140,YES,93627,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.GRAND PRIX
4968,99,YES,65298,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,FL,PONTIAC.GRAND AM
4777,141,YES,70402,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
5026,98,YES,85410,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,DODGE,AZ,DODGE.INTREPID
4494,101,YES,33014,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,CA,BUICK.CENTURY
6350,99,YES,61612,FAMILY.MEDIUM,Domestic,3,ONE-THREE,PURPLE,BUICK,TX,BUICK.CENTURY
5107,124,YES,69941,FAMILY.LARGE,Domestic,6,SIX,RED,PONTIAC,CA,PONTIAC.GRAND AM
4148,110,YES,97758,FAMILY.MEDIUM,Domestic,10,SEVEN+,GOLD,BUICK,AZ,BUICK.ROADMASTER
5784,114,YES,70818,FAMILY.LARGE,Domestic,8,SEVEN+,PURPLE,OLDSMOBILE,CA,OLDSMOBILE.CUTLASS SUPREME
4394,112,YES,59601,FAMILY.LARGE,Domestic,6,SIX,BLACK,CHEVROLET,TX,CHEVROLET.LUMINA
5676,103,YES,67008,FAMILY.SMALL,Import,5,FIVE,BLACK,NISSAN,CA,NISSAN.SENTRA
3278,128,YES,74290,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,BUICK,AZ,BUICK.CENTURY
4043,107,YES,78485,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
